2025-10-03 11:38:29.814 | INFO     | __main__:configure_logger:33 - Log level set to INFO for console and DEBUG for file
2025-10-03 11:38:29.814 | INFO     | __main__:<module>:160 - Starting the bot...
2025-10-03 11:38:31.597 | DEBUG    | __main__:should_process_message:61 - Conditions: [False, False, False]
2025-10-03 11:38:31.599 | DEBUG    | __main__:should_process_message:61 - Conditions: [False, False, False]
2025-10-03 11:38:31.599 | DEBUG    | __main__:should_process_message:61 - Conditions: [False, False, False]
2025-10-03 11:39:58.187 | DEBUG    | __main__:should_process_message:61 - Conditions: [False, False, False]
2025-10-03 11:40:38.065 | DEBUG    | __main__:should_process_reaction:71 - Conditions: [False]
2025-10-03 11:54:28.149 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 11:54:28.150 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 11:55:41.019 | DEBUG    | __main__:should_process_message:58 - Conditions: [False, False]
2025-10-03 11:57:36.960 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [False]
2025-10-03 11:57:42.241 | DEBUG    | __main__:should_process_message:58 - Conditions: [False, False]
2025-10-03 11:57:46.641 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [False]
2025-10-03 12:00:22.244 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [False]
2025-10-03 12:01:08.695 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [False]
2025-10-03 12:01:26.227 | DEBUG    | __main__:should_process_message:58 - Conditions: [False, False]
2025-10-03 12:01:38.688 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [False]
2025-10-03 12:04:01.281 | DEBUG    | __main__:should_process_message:58 - Conditions: [False, True]
2025-10-03 12:04:28.488 | DEBUG    | __main__:should_process_message:58 - Conditions: [False, False]
2025-10-03 12:04:44.049 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [False]
2025-10-03 12:05:12.880 | DEBUG    | __main__:should_process_message:58 - Conditions: [False, True]
2025-10-03 12:08:20.631 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 12:08:20.632 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 12:09:13.315 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 12:09:13.316 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 12:10:13.917 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 12:10:13.917 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 12:10:52.166 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 12:10:52.167 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 12:10:54.200 | DEBUG    | __main__:should_process_message:58 - Conditions: [True, False]
2025-10-03 12:10:54.201 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 12:10:54.218 | DEBUG    | __main__:process_reaction:123 - Reaction: :thumbs_up:
2025-10-03 12:10:55.846 | DEBUG    | __main__:should_process_message:58 - Conditions: [True, False]
2025-10-03 12:11:00.093 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 12:11:00.101 | DEBUG    | __main__:process_reaction:123 - Reaction: :pile_of_poo:
2025-10-03 12:11:16.633 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 12:11:16.641 | DEBUG    | __main__:process_reaction:123 - Reaction: :pile_of_poo:
2025-10-03 12:13:39.853 | DEBUG    | __main__:should_process_message:58 - Conditions: [True, False]
2025-10-03 12:13:44.671 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 12:13:44.676 | DEBUG    | __main__:process_reaction:123 - Reaction: :high_voltage:
2025-10-03 12:14:33.208 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 12:14:33.214 | DEBUG    | __main__:process_reaction:123 - Reaction: :pile_of_poo:
2025-10-03 12:15:10.817 | DEBUG    | __main__:should_process_message:58 - Conditions: [True, False]
2025-10-03 12:15:47.133 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 12:15:47.140 | DEBUG    | __main__:process_reaction:123 - Reaction: :thinking_face:
2025-10-03 12:20:15.880 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 12:20:15.881 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 12:23:21.256 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 12:23:21.262 | DEBUG    | __main__:process_reaction:123 - Reaction: :pile_of_poo:
2025-10-03 12:25:52.085 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 12:25:52.086 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 12:26:47.581 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 12:26:47.586 | DEBUG    | __main__:process_reaction:123 - Reaction: :pile_of_poo:
2025-10-03 12:26:57.685 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 12:26:57.692 | DEBUG    | __main__:process_reaction:123 - Reaction: :pile_of_poo:
2025-10-03 12:28:33.637 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 12:28:33.638 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 12:31:58.657 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 12:31:58.658 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 12:32:31.721 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 12:32:31.722 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 12:33:27.647 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 12:33:27.662 | DEBUG    | __main__:process_reaction:123 - Reaction: :pile_of_poo:
2025-10-03 12:42:16.769 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 12:42:16.770 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 12:44:21.622 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 12:44:21.623 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 13:09:45.460 | INFO     | __main__:configure_logger:33 - Log level set to DEBUG for console and DEBUG for file
2025-10-03 13:09:45.461 | INFO     | __main__:<module>:162 - Starting the bot...
2025-10-03 13:11:23.258 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 13:11:23.274 | DEBUG    | __main__:process_reaction:123 - Reaction: :pile_of_poo:
2025-10-03 13:11:37.525 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 13:11:37.532 | DEBUG    | __main__:process_reaction:123 - Reaction: :pile_of_poo:
2025-10-03 13:11:37.870 | DEBUG    | __main__:should_process_message:58 - Conditions: [True, True]
2025-10-03 13:11:50.547 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 13:11:50.554 | DEBUG    | __main__:process_reaction:123 - Reaction: :thinking_face:
2025-10-03 13:12:01.483 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 13:12:01.488 | DEBUG    | __main__:process_reaction:123 - Reaction: :high_voltage:
2025-10-03 13:12:18.619 | DEBUG    | __main__:should_process_message:58 - Conditions: [True, False]
2025-10-03 13:12:24.985 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 13:12:24.993 | DEBUG    | __main__:process_reaction:123 - Reaction: :high_voltage:
2025-10-03 13:12:54.785 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 13:12:54.792 | DEBUG    | __main__:process_reaction:123 - Reaction: :high_voltage:
2025-10-03 13:16:26.985 | DEBUG    | __main__:should_process_message:58 - Conditions: [True, True]
2025-10-03 13:16:27.960 | ERROR    | src.telegram_utils:get_message_content:79 - Error forwarding message: A request to the Telegram API was unsuccessful. Error code: 400. Description: Bad Request: the message can't be forwarded
2025-10-03 13:16:52.606 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 13:16:52.610 | DEBUG    | __main__:process_reaction:123 - Reaction: :high_voltage:
2025-10-03 13:17:42.993 | DEBUG    | __main__:should_process_reaction:65 - Conditions: [True]
2025-10-03 13:17:43.001 | DEBUG    | __main__:process_reaction:123 - Reaction: :high_voltage:
